,rpt_dt,addr_pct_cd,ofns_desc,loc_of_occur_desc,prem_typ_desc,latitude,longitude,lat_lon,coords_list
399,2020-05-20T00:00:00.000,28,PETIT LARCENY,,STREET,40.807780622000045,-73.94548472699995,"{'latitude': '40.807780622000045', 'longitude': '-73.94548472699995'}","['40.807780622000045', '-73.94548472699995']"
400,2020-05-18T00:00:00.000,47,PETIT LARCENY,,STREET,40.87998746200003,-73.834884946,"{'latitude': '40.87998746200003', 'longitude': '-73.834884946'}","['40.87998746200003', '-73.834884946']"
401,2020-05-23T00:00:00.000,60,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.57482547700005,-73.99092660999997,"{'latitude': '40.57482547700005', 'longitude': '-73.99092660999997'}","['40.57482547700005', '-73.99092660999997']"
402,2020-01-15T00:00:00.000,44,FORGERY,,STREET,40.83359545600007,-73.91497121499998,"{'latitude': '40.83359545600007', 'longitude': '-73.91497121499998'}","['40.83359545600007', '-73.91497121499998']"
403,2020-01-15T00:00:00.000,18,SEX CRIMES,,STREET,40.764818269000045,-73.98518977299993,"{'latitude': '40.764818269000045', 'longitude': '-73.98518977299993'}","['40.764818269000045', '-73.98518977299993']"
404,2020-05-23T00:00:00.000,42,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.83138855400006,-73.89481750499993,"{'latitude': '40.83138855400006', 'longitude': '-73.89481750499993'}","['40.83138855400006', '-73.89481750499993']"
405,2020-05-25T00:00:00.000,40,SEX CRIMES,INSIDE,RESIDENCE - APT. HOUSE,40.81039601900005,-73.92531074499993,"{'latitude': '40.81039601900005', 'longitude': '-73.92531074499993'}","['40.81039601900005', '-73.92531074499993']"
406,2020-05-16T00:00:00.000,52,FELONY ASSAULT,INSIDE,RESIDENCE - APT. HOUSE,40.86326000900005,-73.89776780399995,"{'latitude': '40.86326000900005', 'longitude': '-73.89776780399995'}","['40.86326000900005', '-73.89776780399995']"
407,2020-05-11T00:00:00.000,50,PETIT LARCENY,FRONT OF,STREET,40.88141642700003,-73.911355239,"{'latitude': '40.88141642700003', 'longitude': '-73.911355239'}","['40.88141642700003', '-73.911355239']"
408,2020-01-14T00:00:00.000,42,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,,40.83015714500005,-73.89288622299993,"{'latitude': '40.83015714500005', 'longitude': '-73.89288622299993'}","['40.83015714500005', '-73.89288622299993']"
409,2020-05-12T00:00:00.000,113,PETIT LARCENY,OPPOSITE OF,STREET,40.685385361000044,-73.76935777799997,"{'latitude': '40.685385361000044', 'longitude': '-73.76935777799997'}","['40.685385361000044', '-73.76935777799997']"
410,2020-05-06T00:00:00.000,73,BURGLARY,FRONT OF,STREET,40.67670924000004,-73.91600042899995,"{'latitude': '40.67670924000004', 'longitude': '-73.91600042899995'}","['40.67670924000004', '-73.91600042899995']"
411,2020-05-17T00:00:00.000,52,PETIT LARCENY,,STREET,40.86947047700004,-73.87986080399996,"{'latitude': '40.86947047700004', 'longitude': '-73.87986080399996'}","['40.86947047700004', '-73.87986080399996']"
412,2020-01-12T00:00:00.000,44,ROBBERY,,STREET,40.82901221900005,-73.91556606399996,"{'latitude': '40.82901221900005', 'longitude': '-73.91556606399996'}","['40.82901221900005', '-73.91556606399996']"
413,2020-05-14T00:00:00.000,34,DANGEROUS WEAPONS,FRONT OF,STREET,40.85619961300005,-73.934014656,"{'latitude': '40.85619961300005', 'longitude': '-73.934014656'}","['40.85619961300005', '-73.934014656']"
414,2020-01-11T00:00:00.000,44,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,,40.83722861900003,-73.90678471699994,"{'latitude': '40.83722861900003', 'longitude': '-73.90678471699994'}","['40.83722861900003', '-73.90678471699994']"
415,2020-05-06T00:00:00.000,52,PETIT LARCENY,,STREET,40.876872787000025,-73.87973171499993,"{'latitude': '40.876872787000025', 'longitude': '-73.87973171499993'}","['40.876872787000025', '-73.87973171499993']"
416,2020-05-11T00:00:00.000,50,PETIT LARCENY,FRONT OF,STREET,40.88503346500005,-73.91437741999994,"{'latitude': '40.88503346500005', 'longitude': '-73.91437741999994'}","['40.88503346500005', '-73.91437741999994']"
417,2020-05-11T00:00:00.000,52,ASSAULT 3 & RELATED OFFENSES,INSIDE,GROCERY/BODEGA,40.87896354700007,-73.87393483899997,"{'latitude': '40.87896354700007', 'longitude': '-73.87393483899997'}","['40.87896354700007', '-73.87393483899997']"
418,2020-05-09T00:00:00.000,75,BURGLARY,INSIDE,RESIDENCE - APT. HOUSE,40.66330608900005,-73.89848516099994,"{'latitude': '40.66330608900005', 'longitude': '-73.89848516099994'}","['40.66330608900005', '-73.89848516099994']"
419,2020-05-07T00:00:00.000,112,PETIT LARCENY,FRONT OF,STREET,40.714080712000055,-73.83203139599993,"{'latitude': '40.714080712000055', 'longitude': '-73.83203139599993'}","['40.714080712000055', '-73.83203139599993']"
420,2020-05-06T00:00:00.000,47,PETIT LARCENY,FRONT OF,STREET,40.874588624000076,-73.86204311999995,"{'latitude': '40.874588624000076', 'longitude': '-73.86204311999995'}","['40.874588624000076', '-73.86204311999995']"
421,2020-05-16T00:00:00.000,100,GRAND LARCENY,,STREET,40.58538383100006,-73.80962297499997,"{'latitude': '40.58538383100006', 'longitude': '-73.80962297499997'}","['40.58538383100006', '-73.80962297499997']"
422,2020-05-09T00:00:00.000,48,HARRASSMENT 2,,STREET,40.84655255400003,-73.88560571999993,"{'latitude': '40.84655255400003', 'longitude': '-73.88560571999993'}","['40.84655255400003', '-73.88560571999993']"
423,2020-01-04T00:00:00.000,47,DANGEROUS WEAPONS,,STREET,40.90348934600007,-73.85034201899998,"{'latitude': '40.90348934600007', 'longitude': '-73.85034201899998'}","['40.90348934600007', '-73.85034201899998']"
424,2020-01-04T00:00:00.000,88,PETIT LARCENY,,STREET,40.693497594000064,-73.97916899999996,"{'latitude': '40.693497594000064', 'longitude': '-73.97916899999996'}","['40.693497594000064', '-73.97916899999996']"
425,2020-05-15T00:00:00.000,19,HARRASSMENT 2,,STREET,40.78169629800004,-73.94896169299993,"{'latitude': '40.78169629800004', 'longitude': '-73.94896169299993'}","['40.78169629800004', '-73.94896169299993']"
426,2020-05-12T00:00:00.000,33,MISCELLANEOUS PENAL LAW,,STREET,40.842321320000046,-73.93702818099996,"{'latitude': '40.842321320000046', 'longitude': '-73.93702818099996'}","['40.842321320000046', '-73.93702818099996']"
427,2020-05-15T00:00:00.000,75,PETIT LARCENY,FRONT OF,PARKING LOT/GARAGE (PUBLIC),40.65170090400005,-73.86844675099996,"{'latitude': '40.65170090400005', 'longitude': '-73.86844675099996'}","['40.65170090400005', '-73.86844675099996']"
428,2020-01-02T00:00:00.000,42,PETIT LARCENY,,STREET,40.833454345000064,-73.88794822899997,"{'latitude': '40.833454345000064', 'longitude': '-73.88794822899997'}","['40.833454345000064', '-73.88794822899997']"
429,2020-05-12T00:00:00.000,25,DANGEROUS DRUGS,,STREET,40.80636061100006,-73.93809168299998,"{'latitude': '40.80636061100006', 'longitude': '-73.93809168299998'}","['40.80636061100006', '-73.93809168299998']"
430,2020-05-14T00:00:00.000,75,PETIT LARCENY,FRONT OF,STREET,40.682575171000046,-73.87935021399994,"{'latitude': '40.682575171000046', 'longitude': '-73.87935021399994'}","['40.682575171000046', '-73.87935021399994']"
431,2020-07-15T00:00:00.000,14,HARRASSMENT 2,FRONT OF,,40.75379707600007,-73.97855820999997,"{'latitude': '40.75379707600007', 'longitude': '-73.97855820999997'}","['40.75379707600007', '-73.97855820999997']"
432,2020-05-30T00:00:00.000,52,PETIT LARCENY,OPPOSITE OF,STREET,40.879075500000056,-73.88114888599996,"{'latitude': '40.879075500000056', 'longitude': '-73.88114888599996'}","['40.879075500000056', '-73.88114888599996']"
433,2020-05-28T00:00:00.000,83,VEHICLE AND TRAFFIC LAWS,,STREET,40.68650592000005,-73.91679937599997,"{'latitude': '40.68650592000005', 'longitude': '-73.91679937599997'}","['40.68650592000005', '-73.91679937599997']"
434,2020-09-24T00:00:00.000,66,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.645501531000036,-73.99736727899995,"{'latitude': '40.645501531000036', 'longitude': '-73.99736727899995'}","['40.645501531000036', '-73.99736727899995']"
435,2020-09-24T00:00:00.000,47,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - PUBLIC HOUSING,40.88733281800006,-73.84725001299995,"{'latitude': '40.88733281800006', 'longitude': '-73.84725001299995'}","['40.88733281800006', '-73.84725001299995']"
436,2020-09-24T00:00:00.000,106,HARRASSMENT 2,,STREET,40.66018597600004,-73.84496599199997,"{'latitude': '40.66018597600004', 'longitude': '-73.84496599199997'}","['40.66018597600004', '-73.84496599199997']"
437,2020-09-21T00:00:00.000,110,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.73964524500008,-73.87009545799998,"{'latitude': '40.73964524500008', 'longitude': '-73.87009545799998'}","['40.73964524500008', '-73.87009545799998']"
438,2020-09-26T00:00:00.000,13,GRAND LARCENY,FRONT OF,STREET,40.73702019600006,-73.99288917999998,"{'latitude': '40.73702019600006', 'longitude': '-73.99288917999998'}","['40.73702019600006', '-73.99288917999998']"
439,2020-09-22T00:00:00.000,104,OFF. AGNST PUB ORD SENSBLTY &,FRONT OF,STREET,40.72926114300003,-73.89349218899997,"{'latitude': '40.72926114300003', 'longitude': '-73.89349218899997'}","['40.72926114300003', '-73.89349218899997']"
440,2020-09-29T00:00:00.000,121,VEHICLE AND TRAFFIC LAWS,,STREET,40.623188378000066,-74.14923769499995,"{'latitude': '40.623188378000066', 'longitude': '-74.14923769499995'}","['40.623188378000066', '-74.14923769499995']"
441,2020-09-30T00:00:00.000,90,HARRASSMENT 2,INSIDE,RESIDENCE - PUBLIC HOUSING,40.70164572700002,-73.93801220099994,"{'latitude': '40.70164572700002', 'longitude': '-73.93801220099994'}","['40.70164572700002', '-73.93801220099994']"
442,2020-09-28T00:00:00.000,41,ROBBERY,INSIDE,GROCERY/BODEGA,40.82280248200004,-73.90032661699998,"{'latitude': '40.82280248200004', 'longitude': '-73.90032661699998'}","['40.82280248200004', '-73.90032661699998']"
443,2020-09-29T00:00:00.000,102,MISCELLANEOUS PENAL LAW,INSIDE,RESIDENCE - APT. HOUSE,40.695214196000045,-73.84246838899996,"{'latitude': '40.695214196000045', 'longitude': '-73.84246838899996'}","['40.695214196000045', '-73.84246838899996']"
444,2020-09-23T00:00:00.000,88,DANGEROUS WEAPONS,,STREET,40.69336794100008,-73.97584782699995,"{'latitude': '40.69336794100008', 'longitude': '-73.97584782699995'}","['40.69336794100008', '-73.97584782699995']"
445,2020-09-30T00:00:00.000,47,FELONY ASSAULT,INSIDE,RESIDENCE - APT. HOUSE,40.88362165400008,-73.85772083899997,"{'latitude': '40.88362165400008', 'longitude': '-73.85772083899997'}","['40.88362165400008', '-73.85772083899997']"
446,2020-09-30T00:00:00.000,6,GRAND LARCENY,INSIDE,RESIDENCE - APT. HOUSE,40.733548281000026,-74.00211589399999,"{'latitude': '40.733548281000026', 'longitude': '-74.00211589399999'}","['40.733548281000026', '-74.00211589399999']"
447,2020-09-30T00:00:00.000,23,ROBBERY,FRONT OF,STREET,40.79429368500007,-73.94123051699995,"{'latitude': '40.79429368500007', 'longitude': '-73.94123051699995'}","['40.79429368500007', '-73.94123051699995']"
448,2020-09-22T00:00:00.000,66,GRAND LARCENY,OPPOSITE OF,STREET,40.640705110000056,-73.98263018399997,"{'latitude': '40.640705110000056', 'longitude': '-73.98263018399997'}","['40.640705110000056', '-73.98263018399997']"
449,2020-09-26T00:00:00.000,18,HARRASSMENT 2,FRONT OF,STREET,40.76084579600007,-73.979743548,"{'latitude': '40.76084579600007', 'longitude': '-73.979743548'}","['40.76084579600007', '-73.979743548']"
450,2020-09-26T00:00:00.000,67,HARRASSMENT 2,FRONT OF,BANK,40.650302090000025,-73.94951988199995,"{'latitude': '40.650302090000025', 'longitude': '-73.94951988199995'}","['40.650302090000025', '-73.94951988199995']"
451,2020-09-24T00:00:00.000,83,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.69633175600006,-73.92004356399997,"{'latitude': '40.69633175600006', 'longitude': '-73.92004356399997'}","['40.69633175600006', '-73.92004356399997']"
452,2020-09-26T00:00:00.000,102,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,RESIDENCE-HOUSE,40.68315316600007,-73.85902110199999,"{'latitude': '40.68315316600007', 'longitude': '-73.85902110199999'}","['40.68315316600007', '-73.85902110199999']"
453,2020-09-22T00:00:00.000,17,GRAND LARCENY,INSIDE,CHAIN STORE,40.757702711000036,-73.966472088,"{'latitude': '40.757702711000036', 'longitude': '-73.966472088'}","['40.757702711000036', '-73.966472088']"
454,2020-09-29T00:00:00.000,7,PETIT LARCENY,INSIDE,STREET,40.71458885800007,-73.98205180999997,"{'latitude': '40.71458885800007', 'longitude': '-73.98205180999997'}","['40.71458885800007', '-73.98205180999997']"
455,2020-09-24T00:00:00.000,47,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE - APT. HOUSE,40.90612956600006,-73.84811483999994,"{'latitude': '40.90612956600006', 'longitude': '-73.84811483999994'}","['40.90612956600006', '-73.84811483999994']"
456,2020-09-28T00:00:00.000,19,GRAND LARCENY,,BUS (NYC TRANSIT),40.77365029300007,-73.95985695199995,"{'latitude': '40.77365029300007', 'longitude': '-73.95985695199995'}","['40.77365029300007', '-73.95985695199995']"
457,2020-09-23T00:00:00.000,107,PETIT LARCENY,INSIDE,CHAIN STORE,40.739962208000065,-73.78633148499993,"{'latitude': '40.739962208000065', 'longitude': '-73.78633148499993'}","['40.739962208000065', '-73.78633148499993']"
458,2020-09-26T00:00:00.000,19,PETIT LARCENY,INSIDE,CHAIN STORE,40.77641236200003,-73.94825084599995,"{'latitude': '40.77641236200003', 'longitude': '-73.94825084599995'}","['40.77641236200003', '-73.94825084599995']"
459,2020-09-29T00:00:00.000,23,GRAND LARCENY,FRONT OF,STREET,40.78760191200007,-73.95293309599998,"{'latitude': '40.78760191200007', 'longitude': '-73.95293309599998'}","['40.78760191200007', '-73.95293309599998']"
460,2020-09-29T00:00:00.000,106,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.68685609200002,-73.81127677199999,"{'latitude': '40.68685609200002', 'longitude': '-73.81127677199999'}","['40.68685609200002', '-73.81127677199999']"
461,2020-09-26T00:00:00.000,110,FELONY ASSAULT,FRONT OF,STREET,40.74211678600005,-73.88144372299998,"{'latitude': '40.74211678600005', 'longitude': '-73.88144372299998'}","['40.74211678600005', '-73.88144372299998']"
462,2020-09-26T00:00:00.000,111,PETIT LARCENY,FRONT OF,STREET,40.76248279300006,-73.76376988699997,"{'latitude': '40.76248279300006', 'longitude': '-73.76376988699997'}","['40.76248279300006', '-73.76376988699997']"
463,2020-09-30T00:00:00.000,104,PETIT LARCENY,INSIDE,RESIDENCE-HOUSE,40.70511006900006,-73.88231383799997,"{'latitude': '40.70511006900006', 'longitude': '-73.88231383799997'}","['40.70511006900006', '-73.88231383799997']"
464,2020-09-22T00:00:00.000,14,PETIT LARCENY,INSIDE,CLOTHING/BOUTIQUE,40.74759270800007,-73.98939451199995,"{'latitude': '40.74759270800007', 'longitude': '-73.98939451199995'}","['40.74759270800007', '-73.98939451199995']"
465,2020-09-28T00:00:00.000,121,PETIT LARCENY,INSIDE,CHAIN STORE,40.62726611700003,-74.16600217199993,"{'latitude': '40.62726611700003', 'longitude': '-74.16600217199993'}","['40.62726611700003', '-74.16600217199993']"
466,2020-09-24T00:00:00.000,75,DANGEROUS WEAPONS,,STREET,40.66784267500003,-73.89483388799994,"{'latitude': '40.66784267500003', 'longitude': '-73.89483388799994'}","['40.66784267500003', '-73.89483388799994']"
467,2020-09-22T00:00:00.000,49,PETIT LARCENY,INSIDE,CHAIN STORE,40.851293043000055,-73.85213304699994,"{'latitude': '40.851293043000055', 'longitude': '-73.85213304699994'}","['40.851293043000055', '-73.85213304699994']"
468,2020-09-23T00:00:00.000,114,PETIT LARCENY,FRONT OF,RESIDENCE - APT. HOUSE,40.76730168100005,-73.92224716699997,"{'latitude': '40.76730168100005', 'longitude': '-73.92224716699997'}","['40.76730168100005', '-73.92224716699997']"
469,2020-09-28T00:00:00.000,105,FELONY ASSAULT,INSIDE,GROCERY/BODEGA,40.70255967500003,-73.74352555899996,"{'latitude': '40.70255967500003', 'longitude': '-73.74352555899996'}","['40.70255967500003', '-73.74352555899996']"
470,2020-09-25T00:00:00.000,43,MISCELLANEOUS PENAL LAW,INSIDE,RESIDENCE - APT. HOUSE,40.82494145800007,-73.87832247299998,"{'latitude': '40.82494145800007', 'longitude': '-73.87832247299998'}","['40.82494145800007', '-73.87832247299998']"
471,2020-09-27T00:00:00.000,26,ASSAULT 3 & RELATED OFFENSES,,TRANSIT - NYC SUBWAY,40.81792979200002,-73.94973595699997,"{'latitude': '40.81792979200002', 'longitude': '-73.94973595699997'}","['40.81792979200002', '-73.94973595699997']"
472,2020-09-21T00:00:00.000,75,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.67450354900007,-73.88274637799998,"{'latitude': '40.67450354900007', 'longitude': '-73.88274637799998'}","['40.67450354900007', '-73.88274637799998']"
473,2020-09-27T00:00:00.000,75,BURGLARY,FRONT OF,STREET,40.67281467300006,-73.87167482899997,"{'latitude': '40.67281467300006', 'longitude': '-73.87167482899997'}","['40.67281467300006', '-73.87167482899997']"
474,2020-09-29T00:00:00.000,14,PETIT LARCENY,INSIDE,CHAIN STORE,40.75626620700007,-73.99050124799999,"{'latitude': '40.75626620700007', 'longitude': '-73.99050124799999'}","['40.75626620700007', '-73.99050124799999']"
475,2020-09-23T00:00:00.000,40,HARRASSMENT 2,INSIDE,RESIDENCE - PUBLIC HOUSING,40.80845065900007,-73.92632076799998,"{'latitude': '40.80845065900007', 'longitude': '-73.92632076799998'}","['40.80845065900007', '-73.92632076799998']"
476,2020-09-29T00:00:00.000,52,ROBBERY,FRONT OF,STREET,40.86370044700004,-73.90572447299998,"{'latitude': '40.86370044700004', 'longitude': '-73.90572447299998'}","['40.86370044700004', '-73.90572447299998']"
477,2020-09-27T00:00:00.000,115,SEX CRIMES,INSIDE,RESIDENCE - APT. HOUSE,40.75686097700003,-73.87565666399996,"{'latitude': '40.75686097700003', 'longitude': '-73.87565666399996'}","['40.75686097700003', '-73.87565666399996']"
478,2020-09-29T00:00:00.000,41,PETIT LARCENY,INSIDE,RESIDENCE - APT. HOUSE,40.820411060000026,-73.89332824199995,"{'latitude': '40.820411060000026', 'longitude': '-73.89332824199995'}","['40.820411060000026', '-73.89332824199995']"
479,2020-09-23T00:00:00.000,73,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.680669038000076,-73.90764531399996,"{'latitude': '40.680669038000076', 'longitude': '-73.90764531399996'}","['40.680669038000076', '-73.90764531399996']"
480,2020-09-23T00:00:00.000,62,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,STREET,40.60190469200006,-73.98238819499993,"{'latitude': '40.60190469200006', 'longitude': '-73.98238819499993'}","['40.60190469200006', '-73.98238819499993']"
481,2020-09-30T00:00:00.000,25,CRIMINAL MISCHIEF & RELATED OF,INSIDE,LIQUOR STORE,40.80098677400008,-73.94412498399998,"{'latitude': '40.80098677400008', 'longitude': '-73.94412498399998'}","['40.80098677400008', '-73.94412498399998']"
482,2020-09-24T00:00:00.000,72,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.64441730600004,-74.00387514999993,"{'latitude': '40.64441730600004', 'longitude': '-74.00387514999993'}","['40.64441730600004', '-74.00387514999993']"
483,2020-09-23T00:00:00.000,103,HARRASSMENT 2,INSIDE,RESIDENCE-HOUSE,40.700912720000076,-73.78798940699994,"{'latitude': '40.700912720000076', 'longitude': '-73.78798940699994'}","['40.700912720000076', '-73.78798940699994']"
484,2020-09-27T00:00:00.000,67,DANGEROUS WEAPONS,FRONT OF,OTHER,40.64676527900008,-73.95236938199997,"{'latitude': '40.64676527900008', 'longitude': '-73.95236938199997'}","['40.64676527900008', '-73.95236938199997']"
485,2020-09-24T00:00:00.000,17,PETIT LARCENY,,STREET,40.74949267700004,-73.97538355799998,"{'latitude': '40.74949267700004', 'longitude': '-73.97538355799998'}","['40.74949267700004', '-73.97538355799998']"
486,2020-09-27T00:00:00.000,81,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - APT. HOUSE,40.68034722300007,-73.93003524099998,"{'latitude': '40.68034722300007', 'longitude': '-73.93003524099998'}","['40.68034722300007', '-73.93003524099998']"
487,2020-09-27T00:00:00.000,110,ASSAULT 3 & RELATED OFFENSES,REAR OF,RESIDENCE-HOUSE,40.733186561000025,-73.87996218599994,"{'latitude': '40.733186561000025', 'longitude': '-73.87996218599994'}","['40.733186561000025', '-73.87996218599994']"
488,2020-09-29T00:00:00.000,34,ROBBERY,FRONT OF,OTHER,40.85046015600005,-73.93846993499993,"{'latitude': '40.85046015600005', 'longitude': '-73.93846993499993'}","['40.85046015600005', '-73.93846993499993']"
489,2020-09-26T00:00:00.000,45,GRAND LARCENY,FRONT OF,STREET,40.834285256000044,-73.85092771999997,"{'latitude': '40.834285256000044', 'longitude': '-73.85092771999997'}","['40.834285256000044', '-73.85092771999997']"
490,2020-09-29T00:00:00.000,44,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - APT. HOUSE,40.82626743700007,-73.91547559999998,"{'latitude': '40.82626743700007', 'longitude': '-73.91547559999998'}","['40.82626743700007', '-73.91547559999998']"
491,2020-09-22T00:00:00.000,88,HARRASSMENT 2,FRONT OF,STREET,40.68654151100003,-73.97498132099996,"{'latitude': '40.68654151100003', 'longitude': '-73.97498132099996'}","['40.68654151100003', '-73.97498132099996']"
492,2020-09-29T00:00:00.000,104,MISCELLANEOUS PENAL LAW,INSIDE,RESIDENCE-HOUSE,40.70963927200007,-73.86050165799998,"{'latitude': '40.70963927200007', 'longitude': '-73.86050165799998'}","['40.70963927200007', '-73.86050165799998']"
493,2020-09-29T00:00:00.000,77,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,STREET,40.66966980800004,-73.92964991099996,"{'latitude': '40.66966980800004', 'longitude': '-73.92964991099996'}","['40.66966980800004', '-73.92964991099996']"
494,2020-09-25T00:00:00.000,46,PETIT LARCENY,FRONT OF,STREET,40.86170184600008,-73.90188070899995,"{'latitude': '40.86170184600008', 'longitude': '-73.90188070899995'}","['40.86170184600008', '-73.90188070899995']"
495,2020-09-26T00:00:00.000,40,ROBBERY,FRONT OF,RESIDENCE - APT. HOUSE,40.812387417000025,-73.90494098499995,"{'latitude': '40.812387417000025', 'longitude': '-73.90494098499995'}","['40.812387417000025', '-73.90494098499995']"
496,2020-09-23T00:00:00.000,120,VEHICLE AND TRAFFIC LAWS,FRONT OF,STREET,40.630239896000035,-74.11301403399995,"{'latitude': '40.630239896000035', 'longitude': '-74.11301403399995'}","['40.630239896000035', '-74.11301403399995']"
497,2020-09-27T00:00:00.000,75,HARRASSMENT 2,FRONT OF,RESIDENCE - APT. HOUSE,40.67164405800003,-73.86336052299998,"{'latitude': '40.67164405800003', 'longitude': '-73.86336052299998'}","['40.67164405800003', '-73.86336052299998']"
498,2020-09-29T00:00:00.000,84,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.69163222100008,-73.98630225099998,"{'latitude': '40.69163222100008', 'longitude': '-73.98630225099998'}","['40.69163222100008', '-73.98630225099998']"
499,2020-09-24T00:00:00.000,52,DANGEROUS DRUGS,,STREET,40.872628088000056,-73.90467769199995,"{'latitude': '40.872628088000056', 'longitude': '-73.90467769199995'}","['40.872628088000056', '-73.90467769199995']"
500,2020-09-22T00:00:00.000,70,GRAND LARCENY,FRONT OF,OTHER,40.62160421100003,-73.96071566199998,"{'latitude': '40.62160421100003', 'longitude': '-73.96071566199998'}","['40.62160421100003', '-73.96071566199998']"
501,2020-09-26T00:00:00.000,88,HARRASSMENT 2,FRONT OF,RESIDENCE - APT. HOUSE,40.69308974300003,-73.96205467599998,"{'latitude': '40.69308974300003', 'longitude': '-73.96205467599998'}","['40.69308974300003', '-73.96205467599998']"
502,2020-09-25T00:00:00.000,40,HARRASSMENT 2,INSIDE,COMMERCIAL BUILDING,40.811410352000046,-73.92771191299995,"{'latitude': '40.811410352000046', 'longitude': '-73.92771191299995'}","['40.811410352000046', '-73.92771191299995']"
503,2020-09-30T00:00:00.000,19,ROBBERY,INSIDE,DRUG STORE,40.783585352000046,-73.95051296599996,"{'latitude': '40.783585352000046', 'longitude': '-73.95051296599996'}","['40.783585352000046', '-73.95051296599996']"
504,2020-09-24T00:00:00.000,66,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE-HOUSE,40.61244802400005,-73.97153702499998,"{'latitude': '40.61244802400005', 'longitude': '-73.97153702499998'}","['40.61244802400005', '-73.97153702499998']"
505,2020-09-27T00:00:00.000,107,PETIT LARCENY,INSIDE,DRUG STORE,40.739962208000065,-73.78633148499993,"{'latitude': '40.739962208000065', 'longitude': '-73.78633148499993'}","['40.739962208000065', '-73.78633148499993']"
506,2020-09-26T00:00:00.000,79,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - APT. HOUSE,40.68593576000006,-73.94007844399994,"{'latitude': '40.68593576000006', 'longitude': '-73.94007844399994'}","['40.68593576000006', '-73.94007844399994']"
507,2020-09-22T00:00:00.000,111,PETIT LARCENY,INSIDE,GROCERY/BODEGA,40.76599853400006,-73.74066398499998,"{'latitude': '40.76599853400006', 'longitude': '-73.74066398499998'}","['40.76599853400006', '-73.74066398499998']"
508,2020-09-25T00:00:00.000,84,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - PUBLIC HOUSING,40.69969571000007,-73.98169156899996,"{'latitude': '40.69969571000007', 'longitude': '-73.98169156899996'}","['40.69969571000007', '-73.98169156899996']"
509,2020-09-23T00:00:00.000,50,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,,40.89284091600007,-73.89930651999998,"{'latitude': '40.89284091600007', 'longitude': '-73.89930651999998'}","['40.89284091600007', '-73.89930651999998']"
510,2020-09-26T00:00:00.000,46,CRIMINAL MISCHIEF & RELATED OF,INSIDE,RESIDENCE-HOUSE,40.855216218000066,-73.91591597499998,"{'latitude': '40.855216218000066', 'longitude': '-73.91591597499998'}","['40.855216218000066', '-73.91591597499998']"
511,2020-09-25T00:00:00.000,18,VEHICLE AND TRAFFIC LAWS,,STREET,40.761667472000056,-73.98656219399999,"{'latitude': '40.761667472000056', 'longitude': '-73.98656219399999'}","['40.761667472000056', '-73.98656219399999']"
512,2020-09-28T00:00:00.000,79,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE-HOUSE,40.686729395000036,-73.95271222799995,"{'latitude': '40.686729395000036', 'longitude': '-73.95271222799995'}","['40.686729395000036', '-73.95271222799995']"
513,2020-09-27T00:00:00.000,6,HARRASSMENT 2,FRONT OF,STREET,40.735408878000044,-74.00918113899996,"{'latitude': '40.735408878000044', 'longitude': '-74.00918113899996'}","['40.735408878000044', '-74.00918113899996']"
514,2020-09-25T00:00:00.000,14,CRIMINAL MISCHIEF & RELATED OF,INSIDE,TRANSIT FACILITY (OTHER),40.74883050200003,-73.98847760399997,"{'latitude': '40.74883050200003', 'longitude': '-73.98847760399997'}","['40.74883050200003', '-73.98847760399997']"
515,2020-09-30T00:00:00.000,83,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.692428163000045,-73.92329729099998,"{'latitude': '40.692428163000045', 'longitude': '-73.92329729099998'}","['40.692428163000045', '-73.92329729099998']"
